ORGANIZATION_ETXT,NSM_CD,NOTE_ETXT,NOTES_FTXT,PSTREET,PCITY,PPROVINCE,PPOSTAL,PCOUNTRY,MSTREET,MCITY,MPROVINCE,MPOSTAL,MCOUNTRY,CLASS_TYPE_ETXT,CLASS_ETXT,CLASS_TYPE_FTXT,CLASS_FTXT
Sudbury Truck & Trailer Center Inc.,V41,,,510 Whissel,Sudbury,Ontario,P3B 2Z3,CANADA,510 Whissell,Sudbury,Ontario,P3B 2Z3,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Sudbury Truck & Trailer Center Inc.,V41,,,510 Whissel,Sudbury,Ontario,P3B 2Z3,CANADA,510 Whissell,Sudbury,Ontario,P3B 2Z3,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Sudbury Truck & Trailer Center Inc.,V41,,,510 Whissel,Sudbury,Ontario,P3B 2Z3,CANADA,510 Whissell,Sudbury,Ontario,P3B 2Z3,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Sudbury Truck & Trailer Center Inc.,V41,,,510 Whissel,Sudbury,Ontario,P3B 2Z3,CANADA,510 Whissell,Sudbury,Ontario,P3B 2Z3,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Summit Trailer Ltd.,X38,,,21010-108 Avenue North West,Edmonton,Alberta,T5S 1X4,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Summit Trailer Ltd.,X38,,,21010-108 Avenue North West,Edmonton,Alberta,T5S 1X4,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Summit Trailer Ltd.,X38,,,21010-108 Avenue North West,Edmonton,Alberta,T5S 1X4,CANADA,,,,,,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Super Sorter/Baer MFG,Y77,,,SE 19-11-12W,Sidney,Manitoba,R0H 1L0,CANADA,Po box,Sidney,Manitoba,R0H 1L0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Superior Custom Trailers Ltd.,509,all RIG equipped trailers are CMVSS 223 compliant,Toutes les remorques ??quip??es d'un dispositif de protection arri??re sont conformes ?ÿ la norme NSVAC 223.,1185 Roland Street,Thunder Bay,Ontario,P7B 5M5,CANADA,1185 Roland Street,Thunder Bay,Ontario,P7B 5M5,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Superior Metal Products Ltd.,G49,,,275 Waterloo Ave.,Penticton,British Columbia,N/A,CANADA,275 Waterloo Ave.,Penticton,British Columbia,V2A 7J3,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Superior Pressure Vessels Ltd.,B94,,,61 Avenue SE,Calgary,Alberta,T2C 1V5,CANADA,,,,,,Trailer,Trailer - Tank [Air],Remorque,"Remorque citerne, [frein a air]"
Superior Pressure Vessels Ltd.,B94,,,7507- 40th St. S.E.,Calgary,Alberta,T2C 2H5,CANADA,,,,,,Trailer,Trailer - Tank [Air],Remorque,"Remorque citerne, [frein a air]"
Superior Pressure Vessels Ltd.,B94,,,61 Avenue SE,Calgary,Alberta,T2C 1V5,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Superior Pressure Vessels Ltd.,B94,,,7507- 40th St. S.E.,Calgary,Alberta,T2C 2H5,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Superior Pressure Vessels Ltd.,B94,,,61 Avenue SE,Calgary,Alberta,T2C 1V5,CANADA,,,,,,Truck Body,Tanker Truck,Camion,Camion-citerne
Superior Pressure Vessels Ltd.,B94,,,7507- 40th St. S.E.,Calgary,Alberta,T2C 2H5,CANADA,,,,,,Truck Body,Tanker Truck,Camion,Camion-citerne
Superior Truck Equipment Inc,P98,,,"#120, 10569 - 42th Street SE",Calgary,Alberta,T2C 5B9,CANADA,"#120, 10569 - 42th Street SE",Calgary,Alberta,T2C 5B9,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Superior Truck Equipment Inc,P98,,,"#120, 10569 - 42th Street SE",Calgary,Alberta,T2C 5B9,CANADA,"#120, 10569 - 42th Street SE",Calgary,Alberta,T2C 5B9,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Suspension J.C. Beauregard,U94,,,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Suspension J.C. Beauregard,U94,,,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Suspension J.C. Beauregard,U94,,,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Suspension J.C. Beauregard,U94,,,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,21 rue Notre Dame,Berthierville,Quebec,J2B 6V4,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Suspension Turcotte Alma Inc.,R37,,,"970, Avenue Bombardier",Alma,Quebec,G8B 7A1,CANADA,"970, Avenue Bombardier",Alma,Quebec,G8B 7A1,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Suspension Turcotte Alma Inc.,R37,,,"970, Avenue Bombardier",Alma,Quebec,G8B 7A1,CANADA,"970, Avenue Bombardier",Alma,Quebec,G8B 7A1,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Suspensions et Ressorts Michel Jeffrey Inc.,U43,,,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Suspensions et Ressorts Michel Jeffrey Inc.,U43,,,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Suspensions et Ressorts Michel Jeffrey Inc.,U43,,,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Suspensions et Ressorts Michel Jeffrey Inc.,U43,,,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Suspensions et Ressorts Michel Jeffrey Inc.,U43,,,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Suspensions et Ressorts Michel Jeffrey Inc.,U43,,,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,"2717 rue Watt, Parc Colbert",Sainte-Foy,Quebec,G1P 3X3,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Suzuki Canada Inc.,533,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,Motorcycles,Motorcycle / Limited Speed Motorcycle,Motocyclette,Motocyclette / Motocyclette a vitesse limitee
Suzuki Canada Inc.,533,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,Motorcycles,Motorcycle/ Open Motorcycle,Motocyclette,Motocyclette /Motocyclette sans habitacle ferm??
Suzuki Canada Inc.,533,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,Motorcycles,RUM  / All Terrain Vehicle,Motocyclette,RUM / Vehicule tout-terrain
Suzuki Canada Inc.,533,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,Motorcycles,Restricted Use Motorcycle (RUM),Motocyclette,Motocyclette a usage restraint
Suzuki Canada Inc.,533,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,Passenger Car,"Passenger Car, OEM",V??hicule de tourisme,Voiture de tourisme
Suzuki Canada Inc.,533,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B 1J6,CANADA,Snowmobile,Snowmobile,Motoneige,Motoneige
Sylvan trailer & fabricating Ltd.,N07,,,S.E. 16391W5 or 5.6 km on hwy 20 from hwy 11 Jct,Sylvan Lake,Alberta,T4S 1S8,CANADA,S.E. 16391W5 or 5.6 km on Hwy 20 from hwy 11,Sylvan Lake,Alberta,T4S 1S8,CANADA,Trailer,Trailer - Snowmobile,Remorque,Remorque motoneige
System One Manufacturing Inc.,R08,,,4420 76 Avenue,Edmonton,Alberta,T6B 0A5,CANADA,4420 76 Avenue,Edmonton,Alberta,T6B 0A5,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
System One Manufacturing Inc.,R08,,,4420 76 Avenue,Edmonton,Alberta,T6B 0A5,CANADA,4420 76 Avenue,Edmonton,Alberta,T6B 0A5,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
T & D Manufacturing,N01,,,64 Springbank Ave. South,Woodstock,Ontario,N2S 4B3,CANADA,64 Springbank Ave. South,Woodstock,Ontario,N2S 4B3,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
T & M Manufacturing Inc.,89,,,P.O. Box 160,Princeton,Ontario,N0J 1V0,CANADA,P.O. Box 160,Princeton,Ontario,N0J 1V0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
T Two Industries Ltd.,W78,,,55 - 10 Avenue S.E.,High River,Alberta,T1V 1E6,CANADA,55 - 10 Avenue S.E.,High River,Alberta,T1V 1E6,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
T Two Industries Ltd.,W78,,,55 - 10 Avenue S.E.,High River,Alberta,T1V 1E6,CANADA,55 - 10 Avenue S.E.,High River,Alberta,T1V 1E6,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
T Two Industries Ltd.,W78,,,55 - 10 Avenue S.E.,High River,Alberta,T1V 1E6,CANADA,55 - 10 Avenue S.E.,High River,Alberta,T1V 1E6,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
"T""N""T Tank and Trailer Repair Ltd.",W75,,,"Country Energy Park, Highway West",Lloydminster,Alberta,T9V 3A7,CANADA,PO Box 10676,Lloydminster,Alberta,T9V 3A7,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
"T""N""T Tank and Trailer Repair Ltd.",W75,,,"Country Energy Park, Highway West",Lloydminster,Alberta,T9V 3A7,CANADA,PO Box 10676,Lloydminster,Alberta,T9V 3A7,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
T.W. Enterprises Inc,R01,,,44 Trial,Melfort,Saskatchewan,S0E 1A0,CANADA,P.O. Box 1871,Melfort,Saskatchewan,S0E 1A0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
TCB WELDING & CONSTRUCTION LTD.,Y03,,,#1 Silversage Road,Brooks,Alberta,T1R 1B5,CANADA,P.O BOX 549,Brooks,Alberta,T1R 1B5,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
TCB WELDING & CONSTRUCTION LTD.,Y03,,,#1 Silversage Road,Brooks,Alberta,T1R 1B5,CANADA,P.O BOX 549,Brooks,Alberta,T1R 1B5,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TED BEATH WELDING LTD.,Y78,,,6214 50th Avenue,Drayton Valley,Alberta,T7A 1S1,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
TED BEATH WELDING LTD.,Y78,,,6214 50th Avenue,Drayton Valley,Alberta,T7A 1S1,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TENCO INC.,330,,,1318 rue Principale,St-Valerien,Quebec,J0H 2B0,CANADA,1318 rue Principale,St-Valerien,Quebec,J0H 2B0,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
TENCO INC.,330,,,1318 rue Principale,St-Valerien,Quebec,J0H 2B0,CANADA,1318 rue Principale,St-Valerien,Quebec,J0H 2B0,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TERRADYNE ARMORED VEHICLES INC.,Y45,,,402 MULOCK DR,Newmarket,Ontario,L3Y 9B9,CANADA,,,,,,MPV,MPV >= 10k lbs,V??hicule de tourisme ?ÿ usages multiple,"VTUM >= 10,000 lbs"
TERRADYNE ARMORED VEHICLES INC.,Y45,,,402 MULOCK DR,Newmarket,Ontario,L3Y 9B9,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
THE DRIVING FORCE INC.,Z43,,,11025 184 Street N.W,Calgary,Alberta,T5S 0A6,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
THE DRIVING FORCE INC.,Z43,,,11025 184 Street N.W,Calgary,Alberta,T5S 0A6,CANADA,,,,,,Truck Body,Intermediate Stage - Body and Equipment,Camion,Fab. Intermediarie - Carrosseries et ??quipements
TKO Truck Bodies Inc.,X15,,,70 Line Road,Notre-Dame,New Brunswick,E4V 1Z5,CANADA,1360Champlain Street,Notre-Dame,New Brunswick,E1A 1R1,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TM IMPORT-EXPORT INC,Y32,,,77 RUE MAINVILLE,Ste-Th??r??se,Quebec,J7E 2V2,CANADA,77 RUE MAINVILLE,Ste-Th??r??se,Quebec,J7E 2V2,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
TREND MOBILITY CONVERSIONS LTD.,X44,,,8326 St. George Street,Vancouver,British Columbia,V6X 1X3,CANADA,10531 Gilmore Cr.,Vancouver,British Columbia,V6X1X3,CANADA,MPV,MPV / Disabled Access < 10k lbs,V??hicule de tourisme ?ÿ usages multiple,VTUM a acces modifie
TROJAN WELDING & REPAIR LTD.,A13,,,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,Trailer,Trailer - Converter Dolly [Air],Remorque,"Remorque, chariot de conversion, [Frein a air]"
TROJAN WELDING & REPAIR LTD.,A13,,,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
TROJAN WELDING & REPAIR LTD.,A13,,,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TROJAN WELDING & REPAIR LTD.,A13,,,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,4425 76th Avenue,Edmonton,Alberta,T6B 0A3,CANADA,Truck Body,Intermediate Stage - Body and Equipment,Camion,Fab. Intermediarie - Carrosseries et ??quipements
TRUCK EVOLUTION INC.,Y62,,,18410-118a Avenue North West,Edmonton,Alberta,T5S 2M3,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
TRUCK EVOLUTION INC.,Y62,,,18410-118a Avenue North West,Edmonton,Alberta,T5S 2M3,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TT Engineering,M33,,,5925 Hemingway,Mississauga,Ontario,L5M 5M1,CANADA,5925 Hemingway,Mississauga,Ontario,L5M 5M1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
TTI Sales and Services Inc.,W84,,,135 McNarmara Drive,Paradize,Newfoundland and Labrador,A1L 0A7,CANADA,135 McNarmara Drive,Paradize,Newfoundland and Labrador,A1L 0A7,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
TTI Sales and Services Inc.,W84,,,135 McNarmara Drive,Paradize,Newfoundland and Labrador,A1L 0A7,CANADA,135 McNarmara Drive,Paradize,Newfoundland and Labrador,A1L 0A7,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TTI Sales and Services Inc.,W84,,,135 McNarmara Drive,Paradize,Newfoundland and Labrador,A1L 0A7,CANADA,135 McNarmara Drive,Paradize,Newfoundland and Labrador,A1L 0A7,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
TUFF BUILT PRODUCTS INC.,Z52,,,Redonda Street,Winnipeg,Manitoba,R2C 2Z2,CANADA,n/a,Winnipeg,Manitoba,R2C 2Z2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TVR Technologies Inc.,I54,"No more new ambulances, adaptation dissable transportation, special vehicles. All altered vehicles are 0 to 50 000km. 60% of total production used 40% new.",,595 Lanaudiere,Repentigny,Quebec,J6A 7N1,CANADA,595 Lanaudiere,Repentigny,Quebec,J6A 7N1,CANADA,MPV,MPV / Ambulance (< 4536 kg),V??hicule de tourisme ?ÿ usages multiple,VTUM Ambulance (<4536 kg)
TVR Technologies Inc.,I54,"No more new ambulances, adaptation dissable transportation, special vehicles. All altered vehicles are 0 to 50 000km. 60% of total production used 40% new.",,595 Lanaudiere,Repentigny,Quebec,J6A 7N1,CANADA,595 Lanaudiere,Repentigny,Quebec,J6A 7N1,CANADA,MPV,MPV / Disabled Access < 10k lbs,V??hicule de tourisme ?ÿ usages multiple,VTUM a acces modifie
TW-N-ONE Trailers,Z34,,,Bleams Road RR#2,Petersburg,Ontario,N0B 2H0,CANADA,,,,,,Trailer,Trailer - Boat [Standard],Remorque,Remorque ?ÿ bateau [standard]
Tadpole Trailers Inc.,V85,,,151 Bullis Road,Brighton,Ontario,K0K 1H0,CANADA,151 Bullis Road,Brighton,Ontario,K0K 1H0,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
Tag Welding & Trailer Manufacturing,R94,,,1596 Vella Road,Tappen,British Columbia,V0E 2X0,CANADA,1596 Vella Road,Tappen,British Columbia,V0E 2X0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Tallman Truck Centre Limited,P97,,,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Tallman Truck Centre Limited,P97,,,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Tallman Truck Centre Limited,P97,,,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Tallman Truck Centre Limited,P97,,,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Tallman Truck Centre Limited,P97,,,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,405 Van Buren St.,Kemptville,Ontario,K0G 1J0,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Talon Trailers Ltd.,K12,,,Bay 3 #2 Erickson Crescent,Sylvan Lake,Alberta,T4S 1P5,CANADA,Bay 3 #2 Erickson Crescent,Sylvan Lake,Alberta,T4S 1P5,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
Tamarack Industries,I89,,,330 Saulteaux Crescent,Winnipeg,Manitoba,R3J 3T2,CANADA,330 Saulteaux Crescent,Winnipeg,Manitoba,R3J 3T2,CANADA,Trailer,Trailer - Incomplete [Standard],Remorque,"Remorque incomplete, [standard]"
Tamarack Industries,I89,,,330 Saulteaux Crescent,Winnipeg,Manitoba,R3J 3T2,CANADA,330 Saulteaux Crescent,Winnipeg,Manitoba,R3J 3T2,CANADA,Trailer,"Trailer - Portable equip, construction/other (Standard)",Remorque,"??quipement portatif, construction/autre"
Tamarack Industries,I89,,,330 Saulteaux Crescent,Winnipeg,Manitoba,R3J 3T2,CANADA,330 Saulteaux Crescent,Winnipeg,Manitoba,R3J 3T2,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Tandet Eastern Limited (Kingston),R16,,,191 Dalton Avenue,Kingston,Ontario,K7K 6C2,CANADA,191 Dalton Avenue,Kingston,Ontario,K7K 6C2,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Tandet Eastern Limited (Kingston),R16,,,191 Dalton Avenue,Kingston,Ontario,K7K 6C2,CANADA,191 Dalton Avenue,Kingston,Ontario,K7K 6C2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Tandet Eastern Ltd (Ottawa),R16,,,2020 Bantree St.,Ottawa,Ontario,K1B 5A4,CANADA,2020 Bantree St.,Ottawa,Ontario,K1B 5A4,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Tandet Eastern Ltd (Ottawa),R16,,,2020 Bantree St.,Ottawa,Ontario,K1B 5A4,CANADA,2020 Bantree St.,Ottawa,Ontario,K1B 5A4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Tandet Eastern Ltd (Peterborough),R16,,,1071 Hwy 7 East RR# 7,Peterborough,Ontario,K9J 6X8,CANADA,1071 Hwy 7 East RR# 7,Peterborough,Ontario,K9J 6X8,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Tandet Eastern Ltd (Peterborough),R16,,,1071 Hwy 7 East RR# 7,Peterborough,Ontario,K9J 6X8,CANADA,1071 Hwy 7 East RR# 7,Peterborough,Ontario,K9J 6X8,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Tankcon FRP Inc.,I02,,,101 Marius Warnet,Blainville,Quebec,J7C 5P9,CANADA,101 Marius Warnet,Blainville,Quebec,J7C 5P9,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Team Trillium Manufacturing Ltd.,M63,,,620 Moraine Road N.E.,Calgary,Alberta,T2A 2P3,CANADA,620 Moraine Road N.E.,Calgary,Alberta,T2A 2P3,CANADA,Trailer,Trailer - Recreational RV [Standard],Remorque,Remorque de camping [standard]
"Tech Trailers, div. of 1164990 Ont. Inc.",U87,,,740 Grand Avenue East,Chatham,Ontario,N7M 5K5,CANADA,P.O. Box 422,Chatham,Ontario,N7M 5K5,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Techno Pieux Inc,R59,,,"1895, Boul. Frontenac Est",Thetford Mines,Quebec,G6G 6P6,CANADA,7700 St-Patrick,Thetford Mines,Quebec,H8N 1V1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Techno-Fusion Inc.,M16,,,"1250, Notre-Dame",Berthierville,Quebec,J0K 1A0,CANADA,"1250, Notre-Dame",Berthierville,Quebec,J0K 1A0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Temabex Inc,A87,,,100 Blvd. Real Caouette,Noranda,Quebec,N/A,CANADA,100 Blvd. Real Caouette,Noranda,Quebec,J9X 5C6,CANADA,Snowmobile,Miscellaneous SnowMobile,Motoneige,Autres motoneiges
Temisko (1983) Inc.,598,,,"91, rue Ontario, P.O. Box 460",Notre-Dame-du-Nord,Quebec,J0Z 3B0,CANADA,C.P. 460,Notre-Dame-du-Nord,Quebec,J0Z 3B0,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Ter-O Concept inc.,V36,,,485 Chemin Rivard,Sherbrooke,Quebec,J1C 0H9,CANADA,485 Chemin Rivard,Sherbrooke,Quebec,J1C 0H9,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
