Naptan No,Stop Location,Stop Name,Shelter Pole or Lamp Post ,Seat,Raised Kerb
0100BRP90344,Broadmead,The Haymarket (ri),Shelter,Yes,No
0100BRP90345,Broadmead,The Haymarket (rj),Shelter,Yes,No
0100BRP90348,Broadmead,The Haymarket (rs),Shelter,Yes,No
0100BRP90399,Broadmead,The Horsefair (sk),Shelter,Yes,Yes
0100BRP90402,Broadmead,The Horsefair (sl),Shelter,Yes,Yes
0100BRP90404,Broadmead,The Horsefair (sm),Shelter,Yes,Yes
0100BRP90405,Broadmead,The Horsefair (sn),Shelter,Yes,Yes
0100BRP90409,Broadmead,The Horsefair (so),Shelter,Yes,Yes
0100BRP90408,Broadmead,The Horsefair (sp),Shelter,Yes,No
0100BRA10308,Bedminster,The Malago,Shelter,,No
0100BRA10309,Bedminster,The Malago,Shelter,,No
0100BRA10846,Sea Mills,The Pentagon,Pole,No,No
0100BRP91049,Brentry,The Ridgeway,Shelter,,Yes
0100BRP91050,Brentry,The Ridgeway,Shelter,,No
0100BRA10922,Brislington,The Rock,Pole,No,No
0100BRA10923,Brislington,The Rock,,No,No
0100BRA56574,Hartcliffe,The Boulevard,Shelter,Yes,Yes
0100BRA56575,Hartcliffe,The Boulevard,Shelter,Yes,Yes
0100BRP91068,Henbury,The Salutation (a),Pole,,No
0100BRP91059,Henbury,The Salutation (b),Pole,,Yes
0100BRP91058,Henbury,The Salutation (c),Pole,,No
0100BRC53387,Hillfields,Thicket Avenue,,,No
0100BRP90197,Fishponds,Thicket Road,Shelter,Yes,Yes
100053281,Avonmouth,Third Way,Pole,No,No
0100BRP90165,Easton,Thrissell Street,Shelter,Yes,Yes
0100BRP90219,Easton,Thrissell Street,Shelter,Yes,Yes
0100BRA10274,Hengrove,Thurlestone,Shelter,,No
0100BRA10275,Hengrove,Thurlestone,Pole,,No
0100BRA10880,Henleaze,Tilling Road,,,No
0100BRA10881,Henleaze,Tilling Road,,,No
0100BRA10252,Whitchurch,Timberscombe Walk,Pole,,Yes
0100BRA10253,Whitchurch,Timberscombe Walk,Pole,,Yes
0100BRP91064,Henbury,Tormarton Crescent,Pole,,Yes
0100BRP91065,Henbury,Tormarton Crescent,Shelter,,Yes
0100BRP90057,Horfield,Toronto Road,Shelter,,Yes
0100BRP90058,Horfield,Toronto Road,Shelter,,Yes
0100BRA10768,Bedminster,Torpoint Road,,,No
0100BRA10769,Bedminster,Torpoint Road,,,No
0100BRA10441,Totterdown,Totterdown Bridge,Shelter,Yes,Yes
0100BRA10442,Totterdown,Totterdown Bridge,Shelter,Yes,Yes
0100BRA10931,Arno's Vale,Tramway Road,Shelter,Yes,Yes
0100BRA10932,Arno's Vale,Tramway Road,Shelter,Yes,Yes
0100BRA10553,Fishponds,Trendlewood Park,Pole,,No
0100BRA10554,Fishponds,Trendlewood Park,Pole,,No
0100BRP90233,Tyndall's Park,Triangle West (dc),Shelter,Yes,No
0100BRP90234,Tyndall's Park,Triangle West (dd),Shelter,Yes,Yes
0100BRA10472,St George,Troopers Hill Road,Pole,,No
0100BRA10473,St George,Troopers Hill Road,Shelter,,Yes
0100BRA10673,Lawrence Weston,Tufton Avenue,,,No
0100BRA10674,Lawrence Weston,Tufton Avenue,,,No
0100BRP91107,Southmead,Turnbridge Road,Shelter,,No
0100BRP91108,Southmead,Turnbridge Road,Pole,No,No
0100BRA10096,Withywood,Turtlegate Avenue,Shelter,,Yes
0100BRA10097,Withywood,Turtlegate Avenue,Pole,No,Yes
0100BRP90150,Lockleaze,Turville Drive,Pole,No,No
0100BRP90151,Lockleaze,Turville Drive,Pole,No,No
0100BRA10481,Two Mile Hill,Two Mile Court,Shelter,Yes,Yes
0100BRA10482,Two Mile Hill,Two Mile Court,Shelter,Yes,Yes
0100BRA10878,Clifton,Tyndall's Park Road,Pole,No,No
0100BRP90386,Broadmead,Union Street (sf),Shelter,,No
0100BRP90387,Broadmead,Union Street (sg),Shelter,,No
0100BRP90388,Broadmead,Union Street (sh),Shelter,,Yes
0100BRP90396,Broadmead,Union Street (si),Shelter,,Yes
0100BRC53388,Broadmead,Union Street (sj),Shelter,,Yes
0100BRA10740,Clifton,Upper Belgrave Road,Pole,No,No
0100BRA10741,Clifton,Upper Belgrave Road,Pole,No,No
0100BRP92071,Redland,Upper Cranbrook Road,Pole,,No
0100BRA10075,Bedminster,Utd Reform Church,Shelter,,Yes
0100BRA10116,Bedminster Down,Vale Lane,Pole,,No
0100BRA10117,Bedminster Down,Vale Lane,Pole,,No
0100BRP90183,Oldbury Court,Vassal Road,Pole,,No
0100BRP90189,Oldbury Court,Vassal Road,Shelter,,No
0100BRA10505,Speedwell,Ventnor Road,Shelter,,No
0100BRA10506,Speedwell,Ventnor Road,Pole,,No
0100BRP90998,Clifton,Victoria Rooms,Pole,,No
0100BRP90999,Clifton,Victoria Rooms,Pole,,No
0100BRA46638,Clifton (Bristol),Victoria Square,Pole,,Yes
0100BRP91003,Clifton,Victoria Square,Pole,,Yes
0100BRA10791,Redcliffe,Victoria St (bf),Shelter,,No
0100BRA10793,Redcliffe,Victoria St (bg),Shelter,,Yes
0100BRA10792,Redcliffe,Victoria St (bh),Shelter,,No
0100BRA10794,Redcliffe,Victoria St (tu),Shelter,,Yes
0100BRA10795,Redcliffe,Victoria St (tv),Shelter,,Yes
0100BRP90167,Eastville,Villiers Road,Shelter,,Yes
0100BRP90217,Easton,Villiers Road,Shelter,,Yes
0100BRZ01664,Windmill Hill,Vivian St Orwell St,,,
0100BRZ01665,Windmill Hill,Vivian St Orwell St,,,
0100BRP90168,Eastville,Warwick Road,Pole,,Yes
0100BRP90216,Eastville,Warwick Road,Shelter,,Yes
0100BRP92072,Henleaze,Waterdale Gardens,Shelter,,No
0100BRP92073,Henleaze,Waterdale Gardens,Pole,,No
0100BRA10728,Shirehampton,Watling Way,,,No
0100BRA10729,Shirehampton,Watling Way,,,No
0100BRA10316,Lower Knowle,Wedmore Vale,Shelter,,No
0100BRA10317,Lower Knowle,Wedmore Vale,Pole,,No
0100BRP92034,Henleaze,Wellington Hill,Shelter,,No
0100BRA10071,Bedminster,Wesley Street,Pole,No,No
0100BRA10072,Bedminster,Wesley Street,Pole,No,No
0100BRA10832,Horfield,Wessex Avenue,Pole,,No
0100BRA10833,Horfield,Wessex Avenue,Pole,,No
0100BRP90221,Old Market,West Street,Shelter,,No
0100BRA10179,Brislington,West Town Lane,Shelter,,No
0100BRA10180,Brislington,West Town Lane,Pole,,No
0100BRA10177,Brislington,West Town Park,Shelter,,No
0100BRA10178,Brislington,West Town Park,Pole,,No
0100BRP91077,Westbury on Trym,Westbury High St (a),Pole,,No
0100BRA10606,Shirehampton,Westbury Lane,Shelter,,No
0100BRA10607,Shirehampton,Westbury Lane,Pole,,No
0100BRP91031,Westbury Park,Westbury Road (a),Shelter,,No
0100BRP91029,Westbury Park,Westbury Road (b),Shelter,,No
0100BRP91030,Westbury Park,Westbury Road (c),Shelter,,No
1000053305,Westbury Park,Westbury Road (d),Pole,,No
0100BRP91039,Westbury on Trym,Westbury Vil (a),Shelter,Yes,No
0100BRP91040,Westbury on Trym,Westbury Vil (b),Shelter,Yes,No
0100BRP91041,Westbury on Trym,Westbury Vil (c),Shelter,Yes,No
0100BRP91043,Westbury on Trym,Westbury Vil (d),Shelter,Yes,No
0100BRP91042,Westbury on Trym,Westbury Vil (e),Shelter,Yes,No
0100BRP91044,Westbury on Trym,Westbury Vil (f),Shelter,Yes,No
100053265,Brentry,Westover Road,,,No
0100BRP91066,Brentry,Westover Road,,,No
0100BRA10315,Lower Knowle,Weymouth Road,Pole,No,No
0100BRA10256,Whitchurch,Wharnecliffe Gdns,Pole,No,Yes
0100BRA10257,Whitchurch,Wharnecliffe Gdns,Pole,No,Yes
0100BRA10344,Whitchurch,Whitecross Avenue,Pole,No,No
0100BRA10353,Whitchurch,Whitecross Avenue,Shelter,,Yes
0100BRA10537,Speedwell,Whitefield Avenue,Pole,No,No
0100BRA10538,Speedwell,Whitefield Avenue,Pole,No,No
0100BRP92079,Southmead,Whiteleaze,Pole,No,No
0100BRP92080,Southmead,Whiteleaze,Pole,No,No
0100BRA10487,St George,Whiteway Road,Pole,No,Yes
0100BRA10488,St George,Whiteway Road,Shelter,,Yes
0100BRA10509,Speedwell,Whiteway Road,Shelter,,No
0100BRA10510,Speedwell,Whiteway Road,Pole,No,No
0100BRA10539,Speedwell,Whitewood Road,Pole,No,No
0100BRA10540,Speedwell,Whitewood Road,Shelter,,No
0100BRA10143,Bishopsworth,Whitland Avenue,Lamp Post,No,No
0100BRC53395,Hartcliffe,Whitland Avenue,,,
0100BRA10453,Broom Hill,Whitmore Avenue,Shelter,,No
0100BRA10435,Brislington,Wick Crescent,Shelter,,No
0100BRA10448,Brislington,Wick Crescent,Shelter,,No
0100BRA10907,St Anne's,Wick Road,Pole,,No
0100BRA10908,St Anne's,Wick Road,,,No
0100BRZ01693,Windmill Hill,William Street,,,
100053313,Filwood Park,Willinton Road,Pole,,No
100053315,Filwood Park,Willinton Road,Pole,,No
0100BRA10635,Stoke Bishop,Wills Hall,Pole,No,No
0100BRA10636,Stoke Bishop,Wills Hall,Pole,No,No
0100BRA10151,Hengrove,Wills Way,Pole,No,Yes
0100BRA10152,Hengrove,Wills Way,Pole,No,Yes
0100BRP92081,Southmead,Wilton Close,Shelter,,No
0100BRP92082,Southmead,Wilton Close,Pole,,Yes
0100BRA10436,Brislington,Winchester Road,Shelter,,No
0100BRA10447,Brislington,Winchester Road,Pole,,No
0100BRZ01655,Windmill Hill,Windmill Hill,,,
0100BRZ01656,Windmill Hill,Windmill Hill,,,
0100BRZ00695,Henbury,Windmill Lane,Pole,,No
0100BRZ00696,Henbury,Windmill Lane,Pole,,No
0100BRA10301,Windmill Hill,Windsor Terrace,Pole,,No
0100BRA10302,Windmill Hill,Windsor Terrace,Pole,,No
0100BRP90385,Broadmead,Wine Street (sc),Shelter,,Yes
0100BRP90384,Broadmead,Wine Street (se),Shelter,Yes,Yes
0100BRA10361,Bedminster Down,Winford Grove,Shelter,,No
0100BRA10362,Bedminster Down,Winford Grove,Pole,,No
100053343,Bower Ashton,Winterstoke Road,Shelter,,Yes
0100BRP90155,Eastville,Woburn Road,Pole,No,No
0100BRP90156,Eastville,Woburn Road,Pole,No,No
0100BRA16944,Hillfields,Woodland Avenue,Pole,No,No
0100BRA10864,Soundwell,Woodland Way,,No,No
0100BRA10865,Hillfields,Woodland Way,Pole,No,No
0100BRA10651,Sea Mills,Woodleaze,,,
0100BRA10652,Sea Mills,Woodleaze,,,
0100BRA10205,St Anne's Park,Wootton Crescent,Pole,No,No
0100BRA10206,St Anne's Park,Wootton Crescent,Pole,No,No
0100BRA10173,Hengrove,Wootton Park,Shelter,,Yes
0100BRA10174,Hengrove,Wootton Park,Shelter,,Yes
0100BRA10529,Fishponds,Worcester Close,Shelter,,No
0100BRA10530,Fishponds,Worcester Close,,,No
0100BRZ00702,Stoke Bishop,Wot Baptist Church,,,
0100BRZ00703,Stoke Bishop,Wot Baptist Church,,,
0100BRC53358,Broomhill,Wren Drive,,,
0100BRC53359,Broomhill,Wren Drive,,,
0100BRA10083,Bishopsworth,Wrington Crescent,Pole,No,No
0100BRA10084,Bishopsworth,Wrington Crescent,Pole,No,No
0100BRA10430,Broom Hill,Wyndham Crescent,Pole,No,No
0100BRA10452,Broom Hill,Wyndham Crescent,Pole,No,No
0100BRA10820,Easton,York Road,,,No
0100BRC53393,Easton,York Road,,,No
0100BRP90015,Bishopston,Zetland Rd Jctn (b),Pole,No,No
0100BRP90017,Bishopston,Zetland Rd Jtn (a),Pole,No,Yes
0100BRP90018,Bishopston,Zetland Rd Jtn (c),Shelter,Yes,No
0100BRP90019,Bishopston,Zetland Rd Jtn (d),Shelter,Yes,Yes
