Licence number,Licence Type,Status,Date licence issued,Date licence expires,Vehicle Type,Vehicle Registration Number,Vehicle Colour,Operator/Association
4091,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Citroen Berlingo,SM61XGE,SILVER,SJK Travel2Airport.com
4092,Private Hire Vehicle,Licence Issued,22/02/15 0:00,21/02/16 0:00,Toyota Auris,FG08YON,RED,Morley Cars
4093,Private Hire Vehicle,Licence Issued,30/11/14 0:00,29/11/15 0:00,Honda Accord,HN57ZTZ,Silver,Star Supreme Line
4094,Private Hire Vehicle,Licence Issued,22/08/15 0:00,21/08/16 0:00,Vauxhall Insignia,FT11JUF,SILVER,Wheels
4095,Private Hire Vehicle,Licence Issued,11/05/15 0:00,10/05/16 0:00,Volkswagen Passat,SG61YSC,BRONZE,Stanningley Cars Ltd
4096,Private Hire Vehicle,Licence Issued,21/03/15 0:00,20/03/16 0:00,Skoda Octavia,FV10JCU,WHITE,Amber Cars
4097,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Volkswagen Passat,VK06UZP,grey,SJK Travel2Airport.com
4098,Private Hire Vehicle,Licence Issued,3/11/15 0:00,2/11/16 0:00,Skoda Octavia,SJ60VTZ,GREY,ITS Roadrunners
4099,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Volkswagen Jetta,MD06MYG,SILVER,T Line
4100,Private Hire Vehicle,Licence Issued,17/06/15 0:00,16/06/16 0:00,Toyota Avensis,RK11VTU,BLACK,Beeston Line
4101,Private Hire Vehicle,Licence Issued,14/03/15 0:00,13/03/16 0:00,Skoda Octavia,RE60WFY,WHITE,Wheels
4102,Private Hire Vehicle,Licence Issued,11/11/14 0:00,10/11/15 0:00,Proton Gen,SY61VKN,BLUE,UBER
4103,Private Hire Vehicle,Licence Issued,15/07/15 0:00,14/07/16 0:00,Proton Gen,AY11XXD,SILVER,AB Cars
4104,Private Hire Vehicle,Licence Issued,2/04/15 0:00,1/04/16 0:00,Vauxhall Insignia,LN61RBV,GREY,Amber Cars
4105,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Volkswagen Passat,FY58FOH,SILVER,Gee Gee Cars
4106,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YB61XEF,RED,Amber Cars
4107,Private Hire Vehicle,Licence Issued,14/03/15 0:00,13/03/16 0:00,Skoda Octavia,AJ09GXG,SILVER,NOT WORKING
4108,Private Hire Vehicle,Licence Issued,19/01/15 0:00,18/01/16 0:00,Skoda Octavia,YD11HHE,Black,UBER
4109,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Vauxhall Insignia,RDC 349,GREY,Premier Licensed Private Hire
4110,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Toyota Avensis,FP10TDU,Silver,Amber Cars
4111,Private Hire Vehicle,Licence Issued,19/09/15 0:00,18/09/16 0:00,Skoda Octavia,YD10NJY,BLACK,Arrow
4112,Private Hire Vehicle,Licence Issued,26/08/15 0:00,25/08/16 0:00,Citroen C4,MA61WYL,RED,New Armley Cars
4113,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,YD58BFX,BLACK,Amber Cars
4114,Private Hire Vehicle,Licence Issued,27/11/15 0:00,26/11/16 0:00,Toyota Prius,YE63YFW,BLACK,UBER
4115,Private Hire Vehicle,Licence Issued,20/03/15 0:00,19/03/16 0:00,Skoda Octavia,MA08FMV,BLUE,UBER
4117,Private Hire Vehicle,Licence Issued,4/05/15 0:00,3/05/16 0:00,Ford Mondeo,MF08CGZ,Black,UBER
4118,Private Hire Vehicle,Licence Issued,16/10/15 0:00,15/10/16 0:00,Vauxhall Astra,MT61EOY,BLACK,Amber Cars
4119,Private Hire Vehicle,Licence Issued,8/08/15 0:00,7/08/16 0:00,Skoda Rapid,FV63WYS,BLUE,Wheels
4120,Private Hire Vehicle,Licence Issued,9/10/15 0:00,8/10/16 0:00,Volkswagen Passat,LO10VKW,BLACK,Amber Cars
4121,Private Hire Vehicle,Licence Issued,27/11/14 0:00,26/11/15 0:00,Mercedes 220,KV09MHK,BLACK,SJK Travel2Airport.com
4122,Private Hire Vehicle,Licence Issued,30/11/14 0:00,29/11/15 0:00,Toyota Avensis,EY09PFO,SILVER,Ace Cars Leeds Ltd
4123,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Toyota Prius,BV10OYB,SILVER,ITS Roadrunners
4124,Private Hire Vehicle,Licence Issued,7/10/15 0:00,6/10/16 0:00,Skoda Octavia,AJ59WYO,BLUE,UBER
4125,Private Hire Vehicle,Licence Issued,27/05/15 0:00,26/05/16 0:00,Volkswagen Passat,SG61YPN,GREY,Wheels
4127,Private Hire Vehicle,Licence Issued,21/03/15 0:00,20/03/16 0:00,Volkswagen Jetta,FV10LVZ,SILVER,Amber Cars
4128,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,FD08KYY,BLUE,UBER
4129,Private Hire Vehicle,Licence Issued,8/07/15 0:00,7/07/16 0:00,Toyota Auris,YH13BJV,WHITE,UBER
4130,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Skoda Octavia,AJ09SSO,GREEN,Amber Cars
4131,Private Hire Vehicle,Licence Issued,14/03/15 0:00,13/03/16 0:00,Skoda Octavia,YS59AUN,SILVER,Amber Cars
4132,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Vauxhall Vectra,YH56JFE,BLUE,Premier Licensed Private Hire
4133,Private Hire Vehicle,Licence Issued,6/02/15 0:00,5/02/16 0:00,Vauxhall Vectra,MM08VLD,RED,ITS Roadrunners
4134,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Volkswagen Passat,D17UDX,GREY,Amber Cars
4135,Private Hire Vehicle,Licence Issued,5/08/15 0:00,4/08/16 0:00,Hyundai 130,SG11VJN,SILVER,Local Cars (Morley)
4136,Private Hire Vehicle,Licence Issued,13/03/15 0:00,12/03/16 0:00,Skoda Octavia,RF08XHD,SILVER,Pudsey B Line
4137,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Skoda Octavia,YD58BJU,BLACK,Geo Cars 3 (HQ)
4138,Private Hire Vehicle,Licence Issued,18/07/15 0:00,17/07/16 0:00,Mazda 6TS2,YP09YYW,SILVER,G And M Cars
4139,Private Hire Vehicle,Licence Issued,27/01/15 0:00,26/01/16 0:00,Vauxhall Insignia,BV10XUN,BLACK,1st Apollo / A Metro Cars
4140,Private Hire Vehicle,Licence Issued,8/12/14 0:00,7/12/15 0:00,Toyota Auris,FH12NWS,BLACK,UBER
4141,Private Hire Vehicle,Licence Issued,12/12/14 0:00,11/12/15 0:00,Skoda Octavia,FV63WUO,BEIGE,Amber Cars
4142,Private Hire Vehicle,Licence Issued,27/04/15 0:00,26/04/16 0:00,Skoda Octavia,KV11YHK,BLUE,South Leeds
4143,Private Hire Vehicle,Licence Issued,7/03/15 0:00,6/03/16 0:00,Toyota Prius,DU08AZV,BLACK,UBER
4144,Private Hire Vehicle,Licence Issued,29/05/15 0:00,28/05/16 0:00,Vauxhall Astra,YP09DXW,BLACK,Amber Cars
4145,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,EY62HTG,RED,UBER
4146,Private Hire Vehicle,Licence Issued,9/07/15 0:00,8/07/16 0:00,Skoda Octavia,YG13CXK,BLACK,Arrow
4147,Private Hire Vehicle,Licence Issued,20/02/15 0:00,19/02/16 0:00,Volkswagen Passat,YG60EPE,Grey,Amber Cars
4148,Private Hire Vehicle,Licence Suspended,21/03/15 0:00,20/03/16 0:00,Volkswagen Passat,AF60VCM,BLACK,Premier Licensed Private Hire
4149,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Toyota Avensis,SW08NCJ,BLACK,Premier Licensed Private Hire
4150,Private Hire Vehicle,Licence Issued,30/05/15 0:00,29/05/16 0:00,Seat Exeo,OE09LSD,BLACK,Geo Cars 3 (HQ)
4151,Private Hire Vehicle,Licence Issued,27/08/15 0:00,26/08/16 0:00,Vauxhall Astra,LT10OMF,Blue,Geo Cars 3 (HQ)
4152,Private Hire Vehicle,Licence Issued,13/07/15 0:00,12/07/16 0:00,Ford Mondeo,BG08YKB,BLACK,Wheels
4153,Private Hire Vehicle,Licence Issued,,,Proton  Persona,PN09FXL,BLACK,Amber Cars
4153,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Proton  Persona,PN09FXL,BLACK,AB Cars
4154,Private Hire Vehicle,Licence Issued,21/07/15 0:00,20/07/16 0:00,Volkswagen Passat,Y44SYD,GREY,Pudsey B Line
4155,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,BEZ8249,BLACK,Wheels
4156,Private Hire Vehicle,Licence Issued,4/11/15 0:00,3/11/16 0:00,Skoda Rapid,YE65EEN,BLUE,Wheels
4157,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Skoda Octavia,YF59PVE,BLACK,Ace Cars Leeds Ltd
4158,Private Hire Vehicle,Licence Issued,26/10/15 0:00,25/10/16 0:00,Toyota Auris,YF62VRD,,Amber Cars
4160,Private Hire Vehicle,Licence Issued,25/03/15 0:00,24/03/16 0:00,Toyota Avensis,NL60WTZ,BLACK,1st Apollo / A Metro Cars
4161,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Skoda Octavia,SD10LZG,WHITE,Rollinson Safeway Ltd
4162,Private Hire Vehicle,Licence Issued,4/02/15 0:00,3/02/16 0:00,Toyota Avensis,YH62KYP,Silver,Amber Cars
4163,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Vauxhall Vectra,FN57ZGF,BLACK,Geo Cars 3 (HQ)
4164,Private Hire Vehicle,Licence Issued,9/09/15 0:00,8/09/16 0:00,Skoda Octavia,YF12DSU,Grey,UBER
4165,Private Hire Vehicle,Licence Issued,25/02/15 0:00,24/02/16 0:00,Seat Exeo,OY60EFH,GREY,Pudsey B Line
4166,Private Hire Vehicle,Licence Issued,17/03/15 0:00,16/03/16 0:00,Skoda Octavia,DK09WKE,BLACK,Amber Cars
4167,Private Hire Vehicle,Licence Issued,8/03/15 0:00,7/03/16 0:00,Toyota Avensis,YD59ORO,Black,Amber Cars
4168,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Skoda Octavia,SA10WEC,BLUE,Rollinson Safeway Ltd
4169,Private Hire Vehicle,Licence Issued,26/03/15 0:00,25/03/16 0:00,Peugeot 308,YC09EBU,BLACK,Easy Travel
4170,Private Hire Vehicle,Licence Issued,4/11/15 0:00,3/11/16 0:00,Skoda Superb,FD61CEX,Black,South Leeds
4171,Private Hire Vehicle,Licence Issued,27/11/15 0:00,26/11/16 0:00,Skoda Superb,OE09YDJ,BLUE,UBER
4173,Private Hire Vehicle,Licence Issued,26/09/15 0:00,25/09/16 0:00,Toyota Avensis,BA04LAA,SILVER,Gee Gee Cars
4174,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Skoda Octavia,DF11OHD,Silver,Wheels
4176,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Skoda Octavia,FP11CAV,BLACK,UBER
4177,Private Hire Vehicle,Licence Issued,24/03/15 0:00,23/03/16 0:00,Toyota Avensis,YP10CKC,BLACK,Amber Cars
4178,Private Hire Vehicle,Licence Issued,12/09/15 0:00,11/09/16 0:00,Skoda Octavia,BD11URV,BLUE,Amber Cars
4179,Private Hire Vehicle,Licence Issued,27/09/15 0:00,26/09/16 0:00,Toyota Avensis,NG58KMA,BLUE,G And M Cars
4180,Private Hire Vehicle,Licence Suspended,25/10/15 0:00,24/10/16 0:00,Toyota Prius,YG59DME,WHITE,G And M Cars
4181,Private Hire Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Honda Accord,LD57 HVM,BLUE,SJK Travel2Airport.com
4182,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Toyota Avensis,YC05OHK,SILVER,Morley Cars
4183,Private Hire Vehicle,Licence Issued,26/03/15 0:00,25/03/16 0:00,Toyota Auris,MV14UTO,WHITE,Premier Licensed Private Hire
4184,Private Hire Vehicle,Licence Issued,11/03/15 0:00,10/03/16 0:00,Toyota Avensis,MA58VRN,BLACK,Premier Licensed Private Hire
4185,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,FV10XZX,BLUE,Wheels
4186,Private Hire Vehicle,Licence Issued,8/06/15 0:00,7/06/16 0:00,Toyota Auris,HJ61VMH,BLUE,Amber Cars
4187,Private Hire Vehicle,Licence Issued,29/07/15 0:00,28/07/16 0:00,Toyota Avensis,FV15UVN,SILVER,Gee Gee Cars
4188,Private Hire Vehicle,Licence Issued,31/10/15 0:00,30/10/16 0:00,Vauxhall Astra,FG58XMW,SILVER,1st Apollo / A Metro Cars
4189,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Volkswagen Golf,EJ61FWY,BLACK,Morley Central Line
4190,Private Hire Vehicle,Licence Issued,9/04/15 0:00,8/04/16 0:00,Honda Civic,MA59DYT,BLACK,Morley Central Line
4191,Private Hire Vehicle,Licence Issued,4/01/15 0:00,3/01/16 0:00,Vauxhall Vectra,FN08WDS,BLUE,Blue Line
4192,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Mazda 6TS2,FE09TXO,BLUE,UBER
4193,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Volkswagen Passat,YH10YFK,Grey,Stanningley Cars Ltd
4194,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Toyota Prius,YF59APO,WHITE,South Leeds
4195,Private Hire Vehicle,Licence Issued,6/02/15 0:00,5/02/16 0:00,Volkswagen Passat,M14NRH,Black,Arrow
4196,Private Hire Vehicle,Licence Issued,27/02/15 0:00,26/02/16 0:00,Skoda Octavia,WU11USX,SILVER,UBER
4197,Private Hire Vehicle,Licence Issued,17/04/15 0:00,16/04/16 0:00,Mazda 6TS2,LM59YKA,RED,Morley Cars
4198,Private Hire Vehicle,Licence Issued,27/06/15 0:00,26/06/16 0:00,Proton GLS,GU11XEC,BLUE,UBER
4199,Private Hire Vehicle,Licence Issued,6/01/15 0:00,5/01/16 0:00,Honda Accord,LB58GYX,RED,Amber Cars
4200,Private Hire Vehicle,Licence Issued,21/03/15 0:00,20/03/16 0:00,Toyota Avensis,FL60ONN,WHITE,Premier Licensed Private Hire
4201,Private Hire Vehicle,Licence Issued,22/01/15 0:00,21/01/16 0:00,Vauxhall Insignia,DY12VFL,WHITE,Bramham Private Hire
4202,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Audi A6,BK61ZXW,BLACK,Local Cars (Morley)
4203,Private Hire Vehicle,Licence Issued,14/06/15 0:00,13/06/16 0:00,Volkswagen Passat,YD10YPN,SILVER,South Leeds
4204,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Skoda Octavia,SA58GPE,BLACK,Amber Cars
4205,Private Hire Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Audi A6,AO10KCN,SILVER,Speed Line
4206,Private Hire Vehicle,Licence Issued,15/01/15 0:00,14/01/16 0:00,Skoda Octavia,OY10HDL,BLUE,AB Cars
4208,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Vauxhall Insignia,OV60NZP,SILVER,Morley Cars
4209,Private Hire Vehicle,Licence Issued,29/11/14 0:00,28/11/15 0:00,Skoda Octavia,YC62OGO,SILVER,UBER
4210,Private Hire Vehicle,Licence Issued,26/10/15 0:00,25/10/16 0:00,Skoda Octavia,BK65YSG,White,Amber Cars
4211,Private Hire Vehicle,Licence Issued,14/01/15 0:00,13/01/16 0:00,Vauxhall Astra,FRZ6840,RED,UBER
4212,Private Hire Vehicle,Licence Issued,27/08/15 0:00,26/08/16 0:00,Skoda Octavia,EX10AWZ,BLUE,ITS Roadrunners
4213,Private Hire Vehicle,Licence Issued,8/07/15 0:00,7/07/16 0:00,Volkswagen Passat,YG61FYX,SILVER,Amber Cars
4214,Private Hire Vehicle,Licence Issued,2/04/15 0:00,1/04/16 0:00,Renault Laguna,LV60VJK,SILVER,Blue Line
4215,Private Hire Vehicle,Licence Issued,27/05/15 0:00,26/05/16 0:00,Skoda Octavia,SD12MBY,BLACK,Gee Gee Cars
4216,Private Hire Vehicle,Licence Issued,3/08/15 0:00,2/08/16 0:00,Skoda Octavia,BF08SKZ,BLACK,Premier Licensed Private Hire
4217,Private Hire Vehicle,Licence Issued,20/10/15 0:00,19/10/16 0:00,Skoda Octavia,OY60PVA,BLUE,Wheels
4218,Private Hire Vehicle,Licence Issued,19/03/15 0:00,18/03/16 0:00,Seat Toledo,NJ14WFC,SILVER,South Leeds
4219,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YR55EER,GREY,Amber Cars
4220,Private Hire Vehicle,Licence Issued,27/04/15 0:00,26/04/16 0:00,Ford Mondeo,LS11DTX,BLUE,SJK Travel2Airport.com
4221,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Vauxhall Astra,YE06RYT,GREY,Local Cars (Morley)
4222,Private Hire Vehicle,Licence Issued,30/08/15 0:00,29/08/16 0:00,Vauxhall Astra,BX59BZE,SILVER,Aireline/Holbeck Line
4223,Private Hire Vehicle,Licence Issued,3/12/14 0:00,2/12/15 0:00,Skoda Octavia,AF09UPY,BLACK,UBER
4224,Private Hire Vehicle,Licence Issued,20/07/15 0:00,19/07/16 0:00,Toyota Avensis,YL08DUU,BLACK,Amber Cars
4225,Private Hire Vehicle,Licence Issued,26/10/15 0:00,25/10/16 0:00,Skoda Octavia,BK65YSH,White,Amber Cars
4226,Private Hire Vehicle,Licence Suspended,15/06/15 0:00,14/06/16 0:00,Vauxhall Vectra,FD57JNO,Turquoise,ITS Roadrunners
4228,Private Hire Vehicle,Licence Issued,13/02/15 0:00,12/02/16 0:00,Skoda Octavia,FE61XRG,Grey,Stanningley Cars Ltd
4229,Private Hire Vehicle,Licence Issued,7/07/15 0:00,6/07/16 0:00,Toyota Prius,VA59OYH,WHITE,Amber Cars
4230,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Volkswagen Passat,VK56OMZ,GREY,Amber Cars
4231,Private Hire Vehicle,Licence Issued,8/06/15 0:00,7/03/16 0:00,Toyota Prius,BP08EMK,BLACK,AB Cars
4232,Private Hire Vehicle,Licence Issued,10/04/15 0:00,9/04/16 0:00,Toyota Auris,FN61ZFJ,Black,Morley Central Line
4233,Private Hire Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Toyota Avensis,YF12LTO,Black,Abbey Private Hire
4234,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Skoda Octavia,BK60GZE,SILVER,Stanningley Cars Ltd
4235,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Prius,FN10HFC,WHITE,South Leeds
4236,Private Hire Vehicle,Licence Issued,13/02/15 0:00,12/02/16 0:00,Seat Exeo,DL10URY,BLACK,Amber Cars
4237,Private Hire Vehicle,Licence Issued,8/05/15 0:00,7/05/16 0:00,Skoda Octavia,WG59XNE,Black,Highways Private Hire
4238,Private Hire Vehicle,Licence Issued,16/08/15 0:00,15/08/16 0:00,Skoda Octavia,GD08TFE,BLACK,Star Supreme Line
4239,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Auris,MJ64KLC,White,Premier Licensed Private Hire
4240,Private Hire Vehicle,Licence Issued,30/06/15 0:00,29/06/16 0:00,Skoda Octavia,WN07USY,black,UBER
4241,Private Hire Vehicle,Licence Issued,27/04/15 0:00,26/04/16 0:00,Volkswagen Passat,YD61HVZ,Black,ITS Roadrunners
4242,Private Hire Vehicle,Licence Issued,6/11/15 0:00,5/11/16 0:00,Mazda 6 S,NU60GXG,GREY,Speed Line
4243,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Auris,MA64VMZ,wHITE,Premier Licensed Private Hire
4244,Private Hire Vehicle,Licence Issued,19/03/15 0:00,18/03/16 0:00,Seat Toledo,NJ14WFB,SILVER,South Leeds
4245,Private Hire Vehicle,Licence Issued,7/10/15 0:00,6/10/16 0:00,Skoda Octavia,BW11EWM,,Geo Cars 3 (HQ)
4246,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Honda Accord,MW60HNB,BLACK,Time Line
4247,Private Hire Vehicle,Licence Suspended,27/11/14 0:00,26/11/15 0:00,Toyota Avensis,FL59UBJ,BLUE,Wheels
4248,Private Hire Vehicle,Licence Issued,8/02/15 0:00,7/02/16 0:00,Skoda Octavia,WD08FFT,BLUE,Amber Cars
4249,Private Hire Vehicle,Licence Issued,9/04/15 0:00,8/04/16 0:00,Kia Ceed,LA12HYY,RED,Gee Gee Cars
4250,Private Hire Vehicle,Licence Issued,16/10/15 0:00,15/10/16 0:00,Ford Mondeo,LO61NCZ,GREY,SJK Travel2Airport.com
4251,Private Hire Vehicle,Licence Issued,2/10/15 0:00,1/10/16 0:00,Volkswagen Passat,VU61HFS,GREY,UBER
4252,Private Hire Vehicle,Licence Issued,28/10/15 0:00,27/10/16 0:00,Toyota Prius,LT61MKC,SILVER,Geo Cars 3 (HQ)
4253,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Auris,ML64UMK,wHITE,Premier Licensed Private Hire
4254,Private Hire Vehicle,Licence Issued,24/12/14 0:00,23/12/15 0:00,Toyota Avensis,MF60TPV,SILVER,Amber Cars
4255,Private Hire Vehicle,Licence Issued,30/07/15 0:00,29/07/16 0:00,Skoda Octavia,FR11HZC,SILVER,Otley Private Hire
4256,Private Hire Vehicle,Licence Issued,26/03/15 0:00,25/03/16 0:00,Ford Focus,MX59HXE,WHITE,UBER
4257,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,FR10FVU,BLUE,Wheels
4258,Private Hire Vehicle,Licence Issued,4/11/15 0:00,3/11/16 0:00,Skoda Rapid,YE65EEJ,BLUE,Wheels
4259,Private Hire Vehicle,Licence Issued,26/04/15 0:00,25/04/16 0:00,Ford Mondeo,MK13YTU,SILVER,1st Apollo / A Metro Cars
4260,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,BMW 320D,RO60WGG,BLACK,Gee Gee Cars
4261,Private Hire Vehicle,Licence Issued,10/12/14 0:00,9/12/15 0:00,Peugeot Bipper Tepee,CK61KZT,GREY,South Leeds
4262,Private Hire Vehicle,Licence Issued,3/10/15 0:00,2/10/16 0:00,Renault Megane,MA59FGD,SILVER,New Armley Cars
4263,Private Hire Vehicle,Licence Issued,26/10/15 0:00,25/10/16 0:00,Skoda Octavia,AF58ZWC,GREEN,Speed Line
4264,Private Hire Vehicle,Licence Issued,18/08/15 0:00,17/08/16 0:00,Skoda Octavia,DE10VZS,BLUE,Stanningley Cars Ltd
4265,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Volkswagen Passat,MW10KNZ,BLUE,Pudsey B Line
4266,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,DG07FCO,SILVER,Star Supreme Line
4267,Private Hire Vehicle,Licence Issued,15/07/15 0:00,14/07/16 0:00,Vauxhall Astra,FL60XKY,SILVER,T Line
4269,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Skoda Octavia,YH10SXP,MAROON,Interline
4270,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Ford Focus,BN07GLF,BLUE,Amber Cars
4271,Private Hire Vehicle,Licence Issued,7/06/15 0:00,6/06/16 0:00,Citroen Berlingo,SN63WZW,SILVER,South Leeds
4272,Private Hire Vehicle,Licence Issued,8/10/15 0:00,7/10/16 0:00,Skoda Fabia,YG63VMD,WHITE,Rollinson Safeway Ltd
4273,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Auris,MJ64KKM,white,Premier Licensed Private Hire
4274,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Skoda Octavia,FG07KDJ,GREY,Local Cars (Morley)
4275,Private Hire Vehicle,Licence Issued,24/03/15 0:00,23/03/16 0:00,Volkswagen Passat,AF11KNA,BLACK,Amber Cars
4276,Private Hire Vehicle,Licence Issued,24/03/15 0:00,23/03/16 0:00,Vauxhall Astra,YR59SZL,BLACK,Premier Licensed Private Hire
4277,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Skoda Octavia,AF57WPN,GREY,Morley Central Line
4279,Private Hire Vehicle,Licence Issued,8/06/15 0:00,7/06/16 0:00,Seat Exeo,LO61OWC,SILVER,Geo Cars 3 (HQ)
4282,Private Hire Vehicle,Licence Issued,6/02/15 0:00,5/02/16 0:00,Honda Civic,LC60ULA,RED,Premier Licensed Private Hire
4283,Private Hire Vehicle,Licence Issued,10/08/15 0:00,9/08/16 0:00,Skoda Octavia,FV61CFP,SILVER,Royal Cars/New Royal Cars
4284,Private Hire Vehicle,Licence Issued,30/07/15 0:00,29/07/16 0:00,Skoda Octavia,FV61FDD,GREY,ITS Roadrunners
4285,Private Hire Vehicle,Licence Issued,23/11/14 0:00,22/11/15 0:00,Skoda Octavia,FG58CKY,BLACK,Morley Cars
4286,Private Hire Vehicle,Licence Issued,20/05/15 0:00,19/05/16 0:00,Skoda Octavia,SN58EEO,SILVER,Wheels
4287,Private Hire Vehicle,Licence Issued,28/04/15 0:00,27/04/16 0:00,Volkswagen Passat,ND10XBR,BLUE,Arrow
4288,Private Hire Vehicle,Licence Issued,22/05/15 0:00,21/05/16 0:00,Skoda Octavia,VE11JWO,GREY,Pudsey B Line
4289,Private Hire Vehicle,Licence Issued,8/07/15 0:00,7/07/16 0:00,Toyota Prius,SG11OAA,WHITE,UBER
4290,Private Hire Vehicle,Licence Issued,9/09/15 0:00,8/09/16 0:00,Volkswagen Passat,RJ12PVN,BLUE,UBER
4291,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Auris,MJ64KKN,wHITE,Premier Licensed Private Hire
4292,Private Hire Vehicle,Licence Issued,2/11/15 0:00,1/11/16 0:00,Vauxhall Astra,KJ57WTF,GREY,1st Apollo / A Metro Cars
4293,Private Hire Vehicle,Licence Issued,10/11/14 0:00,9/11/15 0:00,Toyota Auris,MJ64KLE,White,Premier Licensed Private Hire
4294,Private Hire Vehicle,Licence Issued,17/07/15 0:00,16/07/16 0:00,Toyota Avensis,MM12OXL,BLACK,Premier Licensed Private Hire
4295,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Toyota Avensis,YS55ODK,SILVER,Morley Central Line
4296,Private Hire Vehicle,Licence Issued,13/02/15 0:00,12/02/16 0:00,Skoda Octavia,CA59FPF,SILVER,Speed Line
4297,Private Hire Vehicle,Licence Issued,12/11/14 0:00,11/11/15 0:00,Volkswagen Golf,FP60ZPL,Black,UBER
4298,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,YD09UGG,SILVER,South Leeds
4299,Private Hire Vehicle,Licence Issued,23/05/15 0:00,22/05/16 0:00,Citroen Berlingo MSP,MF11OXH,SILVER,Amber Cars
